   21970,    24630,    56941,    53779,    51170,    50865,    50820,    56371,    52692,    49787,    51145,    44330
    4646,     8491,    16705,    16952,    53851,    15399,    11967,    13402,     3408,     4749,     3462,    42035
   13221,    16944,    21734,    28110,    46218,     9261,     9744,     7285,    10688,     9737,     9649,    50195
   17797,    12895,    13409,    15122,    35654,    11123,     8575,    13742,    15078,    14533,    14610,    44302
   11392,    18011,    23946,    31256,    36233,    16118,    15156,    13835,    33123,    32752,    29326,     6288
   23228,     6198,     6208,    10019,    32529,     9177,     6559,     8328,     7560,     6472,     6178,     5777
   26619,    27411,    10912,    15144,    37586,     5407,     5336,     5848,     7488,     8065,     7693,     6794
   32459,    35284,    38669,    45207,    43840,    36291,    31956,    45095,    52780,    39633,    49570,    35163

